Period,Org,Org Country,Via,Dst,Dst Country,Mkt Car,Stops,Seats,Miles,Blktm,Departures,Seats_total,Remove,ASMs
2015,TLC,MX,"",MTY,MX,4O,0,120,445,89,729,87666,,39011370
2015,TLC,MX,"",MTY,MX,AM,0,50,445,96,574,28700,,12771500
2015,TLC,MX,"",PVR,MX,4O,0,147,381,75,353,51806,,19738086
2015,TLC,MX,"",SJD,MX,4O,0,98,705,116,374,36808,,25949640
2015,TLC,MX,"",TGZ,MX,LCT,0,50,470,100,162,8100,,3807000
2015,TLC,MX,"",ZIH,MX,4O,0,106,172,50,336,35528,,6110816
2015,TPQ,MX,"",MEX,MX,VW,0,48,397,115,1039,49872,,19799184
2015,TPQ,MX,"",TIJ,MX,Y4,0,145,1069,167,238,34512,,36893328
2015,TRC,MX,"",CUU,MX,AM,0,50,267,65,357,17850,,4765950
2015,TRC,MX,"",GDL,MX,AM,0,50,348,82,311,15550,,5411400
2015,TRC,MX,"",GDL,MX,VB,0,148,348,80,20,2960,,1030080
2015,TRC,MX,"",GDL,MX,Y4,0,155,348,73,56,8704,,3028992
2015,TRC,MX,CUU,HMO,MX,AM,1,50,527,167,357,17850,,9406950
2015,TRC,MX,"",MEX,MX,4O,0,102,505,92,673,68814,,34751070
2015,TRC,MX,"",MEX,MX,AM,0,99,505,106,1516,149504,,75499520
2015,TRC,MX,"",MEX,MX,VB,0,171,505,99,341,58316,,29449580
2015,TRC,MX,"",MTY,MX,AM,0,50,205,60,181,9050,,1855250
2015,TRC,MX,"",TIJ,MX,Y4,0,145,948,148,70,10150,,9622200
2015,UPN,MX,"",TIJ,MX,Y4,0,145,1295,197,372,53908,,69810860
2015,VER,MX,"",CME,MX,VW,0,48,288,83,225,10800,,3110400
2015,VER,MX,"",CUN,MX,VB,0,179,618,100,508,90752,,56084736
2015,VER,MX,"",CUN,MX,Y4,0,147,618,105,114,16732,,10340376
2015,VER,MX,"",GDL,MX,VB,0,152,472,94,343,52012,,24549664
2015,VER,MX,"",GDL,MX,VW,0,48,472,130,300,14400,,6796800
2015,VER,MX,"",GDL,MX,Y4,0,174,472,98,102,17724,,8365728
2015,VER,MX,"",MEX,MX,4O,0,138,189,66,854,117804,,22264956
2015,VER,MX,"",MEX,MX,AM,0,86,189,75,2718,234849,,44386461
2015,VER,MX,"",MEX,MX,VW,0,48,189,71,581,27888,,5270832
2015,VER,MX,"",MEX,MX,Y4,0,174,189,70,79,13746,,2597994
2015,VER,MX,VSA,MID,MX,7M,1,19,441,180,365,6935,,3058335
2015,VER,MX,VSA,MID,MX,AM,1,71,441,195,413,29362,,12948642
2015,VER,MX,"",MTY,MX,4O,0,99,521,87,172,17064,,8890344
2015,VER,MX,TAM,MTY,MX,AM,1,71,521,195,375,26688,,13904448
2015,VER,MX,"",MTY,MX,VB,0,161,521,94,530,85196,,44387116
2015,VER,MX,"",MTY,MX,Y4,0,144,521,102,151,21724,,11318204
2015,VER,MX,GDL,PBC,MX,VW,1,48,142,254,300,14400,,2044800
2015,VER,MX,"",REX,MX,VB,0,179,491,90,269,48204,,23668164
2015,VER,MX,"",TAM,MX,AM,0,71,242,80,375,26688,,6458496
2015,VER,MX,"",TIJ,MX,Y4,0,144,1583,240,104,14956,,23675348
2015,VER,MX,"",VSA,MX,7M,0,19,234,70,365,6935,,1622790
2015,VER,MX,"",VSA,MX,AM,0,71,234,80,413,29362,,6870708
2015,VSA,MX,MID,CUN,MX,7M,1,19,440,169,365,6935,,3051400
2015,VSA,MX,"",CUN,MX,VB,0,179,440,85,185,33178,,14598320
2015,VSA,MX,"",CUN,MX,Y4,0,174,440,88,55,9546,,4200240
2015,VSA,MX,"",GDL,MX,VB,0,150,705,122,254,38136,,26885880
2015,VSA,MX,"",GDL,MX,Y4,0,174,705,115,98,17004,,11987820
2015,VSA,MX,"",MEX,MX,4O,0,150,420,91,1948,291732,,122527440
2015,VSA,MX,"",MEX,MX,AM,0,114,420,108,2073,236556,,99353520
2015,VSA,MX,"",MEX,MX,Y4,0,174,420,84,207,35970,,15107400
2015,VSA,MX,"",MID,MX,7M,0,19,289,90,365,6935,,2004215
2015,VSA,MX,"",MID,MX,AM,0,71,289,90,413,29362,,8485618
2015,VSA,MX,"",MID,MX,VW,0,48,289,90,198,9504,,2746656
2015,VSA,MX,"",MTY,MX,4O,0,98,711,124,439,43022,,30588642
2015,VSA,MX,"",MTY,MX,VB,0,165,711,124,452,74704,,53114544
2015,VSA,MX,"",MTY,MX,Y4,0,144,711,123,59,8496,,6040656
2015,VSA,MX,"",PAZ,MX,VW,0,48,351,102,358,17184,,6031584
2015,VSA,MX,PAZ,REX,MX,VW,1,48,652,223,243,11664,,7604928
2015,VSA,MX,VER,TAM,MX,AM,1,71,441,185,373,26544,,11705904
2015,VSA,MX,"",TAM,MX,VB,0,156,441,85,127,19788,,8726508
2015,VSA,MX,"",VER,MX,7M,0,17,234,70,365,6319,,1478646
2015,VSA,MX,"",VER,MX,AM,0,71,234,80,412,29290,,6853860
2015,ZCL,MX,"",MEX,MX,4O,0,99,333,74,358,35292,,11752236
2015,ZCL,MX,"",MEX,MX,AM,0,66,333,84,1068,70924,,23617692
2015,ZCL,MX,"",TIJ,MX,Y4,0,144,1096,170,284,40876,,44800096
2015,ZIH,MX,"",ACA,MX,LCT,0,50,126,48,97,4850,,611100
2015,ZIH,MX,"",GDL,MX,LCT,0,50,234,62,97,4850,,1134900
2015,ZIH,MX,"",MEX,MX,4O,0,130,200,66,625,81426,,16285200
2015,ZIH,MX,"",MEX,MX,AM,0,89,200,79,859,76716,,15343200
2015,ZIH,MX,"",MEX,MX,VW,0,48,200,78,342,16416,,3283200
2015,ZIH,MX,ACA,QRO,MX,LCT,1,50,224,141,97,4850,,1086400
2015,ZIH,MX,"",TLC,MX,4O,0,106,172,50,336,35528,,6110816
2015,ZLO,MX,"",MEX,MX,4O,0,100,358,80,42,4220,,1510760
2015,ZLO,MX,"",MEX,MX,AM,0,72,358,92,727,52458,,18779964
2015,ZLO,MX,"",MEX,MX,VW,0,48,358,106,733,35184,,12595872
2015,MEX,MX,"",MGA,NI,AM,0,92,993,158,352,32387,,32160291
2015,CUN,MX,"",AMS,NL,OR,0,250,5142,612,155,38730,,199149660
2015,CUN,MX,HOG,AMS,NL,OR,1,250,5142,750,1,250,,1285500
2015,MEX,MX,"",AMS,NL,KL,0,275,5717,628,403,110969,,634409773
2015,CUN,MX,"",PTY,PA,CM,0,153,964,153,2080,317690,,306253160
2015,GDL,MX,"",PTY,PA,CM,0,103,1778,251,344,35306,,62774068
2015,MEX,MX,"",PTY,PA,AM,0,125,1497,216,232,28912,,43281264
2015,MEX,MX,"",PTY,PA,CM,0,153,1497,224,1745,266569,,399053793
2015,MTY,MX,"",PTY,PA,CM,0,95,1781,255,260,24680,,43955080
2015,PBC,MX,"",PTY,PA,CM,0,94,1447,213,86,8114,,11740958
2015,VSA,MX,"",PTY,PA,CM,0,94,1091,169,65,6110,,6666010
2015,CUN,MX,"",LIM,PE,AV,0,125,2376,325,69,8618,,20476368
2015,CUN,MX,"",LIM,PE,LA,0,156,2376,315,545,84972,,201893472
2015,MEX,MX,"",LIM,PE,AM,0,161,2636,359,728,116873,,308077228
2015,MEX,MX,"",LIM,PE,AV,0,120,2636,350,369,44326,,116843336
2015,MEX,MX,"",LIM,PE,LA,0,214,2636,345,366,78324,,206462064
2015,CUN,MX,"",SJU,PR,Y4,0,174,1367,197,53,9198,,12573666
2015,MEX,MX,CLT,SJU,PR,AA,1,150,2157,525,12,1800,,3882600
2015,CUN,MX,"",VKO,RU,UN,0,281,6214,693,26,7310,,45424340
2015,CUN,MX,"",SAL,SV,AV,0,135,544,96,366,49512,,26934528
2015,MEX,MX,"",SAL,SV,AM,0,73,781,143,518,37874,,29579594
2015,MEX,MX,"",SAL,SV,AV,0,109,781,130,729,79718,,62259758
2015,ACA,MX,IAH,CVG,US,UA,1,66,1787,380,4,264,,471768
2015,ACA,MX,IAH,DTW,US,UA,1,66,2006,481,1,66,,132396
2015,ACA,MX,IAH,ELP,US,UA,1,66,1119,492,1,66,,73854
2015,ACA,MX,IAH,GRK,US,UA,1,50,996,437,1,50,,49800
2015,ACA,MX,"",IAH,US,UA,0,54,955,152,202,10836,,10348380
2015,ACA,MX,IAH,JAX,US,UA,1,50,1481,377,114,5700,,8441700
2015,ACA,MX,IAH,LRD,US,UA,1,50,744,447,3,150,,111600
2015,ACA,MX,IAH,MFE,US,UA,1,66,657,466,1,66,,43362
2015,ACA,MX,IAH,MKE,US,UA,1,66,1938,434,9,594,,1151172
2015,ACA,MX,IAH,MOB,US,UA,1,50,1204,452,7,350,,421400
2015,ACA,MX,IAH,VPS,US,UA,1,50,1262,464,1,50,,63100
2015,AGU,MX,IAH,ABQ,US,UA,1,50,956,424,1,50,,47800
2015,AGU,MX,DFW,AMA,US,AA,1,86,934,386,38,3268,,3052312
2015,AGU,MX,IAH,ATL,US,UA,1,50,1366,398,2,100,,136600
2015,AGU,MX,IAH,BHM,US,UA,1,50,1252,307,3,150,,187800
2015,AGU,MX,IAH,BNA,US,UA,1,50,1369,323,12,600,,821400
2015,AGU,MX,IAH,BRO,US,UA,1,50,424,327,34,1700,,720800
2015,AGU,MX,IAH,BTR,US,UA,1,50,921,306,4,200,,184200
2015,AGU,MX,IAH,CHS,US,UA,1,50,1565,349,3,150,,234750
2015,AGU,MX,IAH,CLT,US,UA,1,50,1592,358,9,450,,716400
2015,AGU,MX,IAH,COS,US,UA,1,50,1189,360,1,50,,59450
2015,AGU,MX,IAH,CVG,US,UA,1,50,1587,356,10,500,,793500
2015,AGU,MX,"",DFW,US,AA,0,57,837,146,729,41814,,34998318
2015,AGU,MX,IAH,ECP,US,UA,1,50,1185,443,17,850,,1007250
2015,AGU,MX,IAH,ELP,US,UA,1,50,741,427,8,400,,296400
2015,AGU,MX,IAH,GRR,US,UA,1,50,1752,521,5,250,,438000
2015,AGU,MX,IAH,GSP,US,UA,1,50,1518,387,4,200,,303600
2015,AGU,MX,IAH,HSV,US,UA,1,50,1298,329,6,300,,389400
2015,AGU,MX,"",IAH,US,UA,0,50,717,120,372,18600,,13336200
2015,AGU,MX,IAH,ICT,US,UA,1,50,1139,347,4,200,,227800
2015,AGU,MX,IAH,IND,US,UA,1,50,1561,434,5,250,,390250
2015,AGU,MX,"",LAX,US,Y4,0,174,1292,204,161,27990,,36163080
2015,AGU,MX,IAH,MAF,US,UA,1,50,706,365,13,650,,458900
2015,AGU,MX,IAH,MCI,US,UA,1,50,1294,390,1,50,,64700
2015,AGU,MX,IAH,MFE,US,UA,1,50,401,370,1,50,,20050
2015,AGU,MX,IAH,MSP,US,UA,1,50,1681,417,1,50,,84050
2015,AGU,MX,IAH,MTJ,US,UA,1,50,1206,490,3,150,,180900
2015,AGU,MX,IAH,RSW,US,UA,1,50,1336,366,3,150,,200400
2015,AGU,MX,IAH,SAV,US,UA,1,50,1482,354,4,200,,296400
2015,AGU,MX,IAH,SDF,US,UA,1,50,1504,375,1,50,,75200
2015,AGU,MX,IAH,STL,US,UA,1,50,1372,419,1,50,,68600
2015,AGU,MX,IAH,TYR,US,UA,1,50,849,339,14,700,,594300
2015,AGU,MX,IAH,XNA,US,UA,1,50,1102,335,10,500,,551000
2015,BJX,MX,IAH,ABQ,US,UA,1,61,1019,496,9,546,,556374
2015,BJX,MX,IAH,AEX,US,UA,1,50,902,265,3,150,,135300
2015,BJX,MX,IAH,AMA,US,UA,1,50,983,423,79,3950,,3882850
2015,BJX,MX,"",ATL,US,DL,0,76,1359,195,361,27436,,37285524
2015,BJX,MX,IAH,ATL,US,UA,1,58,1359,356,2,116,,157644
2015,BJX,MX,IAH,AUS,US,UA,1,63,677,381,6,380,,257260
2015,BJX,MX,IAH,BFL,US,UA,1,66,1458,450,12,792,,1154736
2015,BJX,MX,IAH,BHM,US,UA,1,52,1249,360,50,2612,,3262388
2015,BJX,MX,IAH,BNA,US,UA,1,62,1374,386,15,926,,1272324
2015,BJX,MX,IAH,BOI,US,UA,1,66,1774,598,9,594,,1053756
2015,BJX,MX,IAH,BRO,US,UA,1,50,425,355,5,250,,106250
2015,BJX,MX,IAH,BTR,US,UA,1,50,919,269,3,150,,137850
2015,BJX,MX,IAH,BZN,US,UA,1,66,1797,512,12,792,,1423224
2015,BJX,MX,IAH,CAE,US,UA,1,50,1529,366,23,1150,,1758350
2015,BJX,MX,IAH,CHS,US,UA,1,66,1549,467,76,5016,,7769784
2015,BJX,MX,IAH,CLE,US,UA,1,58,1816,424,12,696,,1263936
2015,BJX,MX,IAH,CLT,US,UA,1,52,1584,385,8,416,,658944
2015,BJX,MX,IAH,CMH,US,UA,1,64,1708,494,46,2924,,4994192
2015,BJX,MX,IAH,COS,US,UA,1,59,1245,496,7,414,,515430
2015,BJX,MX,IAH,CVG,US,UA,1,50,1595,373,1,50,,79750
2015,BJX,MX,"",DFW,US,AA,0,93,865,150,1007,94120,,81413800
2015,BJX,MX,IAH,DSM,US,UA,1,64,1490,428,14,892,,1329080
2015,BJX,MX,IAH,DTW,US,UA,1,58,1803,453,2,116,,209148
2015,BJX,MX,IAH,ELP,US,UA,1,66,806,402,4,264,,212784
2015,BJX,MX,LAX,FAT,US,UA,1,66,1545,357,1,66,,101970
2015,BJX,MX,IAH,GPT,US,UA,1,50,1007,314,161,8050,,8106350
2015,BJX,MX,IAH,GRR,US,UA,1,50,1770,370,1,50,,88500
2015,BJX,MX,IAH,GUC,US,UA,1,66,1254,443,1,66,,82764
2015,BJX,MX,LAX,HDN,US,UA,1,66,1388,564,36,2376,,3297888
2015,BJX,MX,IAH,HRL,US,UA,1,66,434,364,6,396,,171864
2015,BJX,MX,IAH,HSV,US,UA,1,50,1298,338,36,1800,,2336400
2015,BJX,MX,"",IAH,US,UA,0,57,729,121,1466,84196,,61378884
2015,BJX,MX,IAH,ICT,US,UA,1,52,1176,365,23,1198,,1408848
2015,BJX,MX,IAH,IND,US,UA,1,55,1573,409,3,166,,261118
2015,BJX,MX,IAH,JAN,US,UA,1,50,1050,405,5,250,,262500
2015,BJX,MX,IAH,JAX,US,UA,1,50,1391,443,3,150,,208650
2015,BJX,MX,LAX,LAS,US,UA,1,66,1328,429,13,858,,1139424
2015,BJX,MX,"",LAX,US,DL,0,127,1366,214,374,47408,,64759328
2015,BJX,MX,"",LAX,US,UA,0,66,1366,219,727,47982,,65543412
2015,BJX,MX,"",LAX,US,Y4,0,144,1366,202,113,16232,,22172912
2015,BJX,MX,IAH,LFT,US,UA,1,52,867,371,20,1032,,894744
2015,BJX,MX,IAH,LIT,US,UA,1,66,1102,376,2,132,,145464
2015,BJX,MX,IAH,MAF,US,UA,1,50,757,370,12,600,,454200
2015,BJX,MX,IAH,MCI,US,UA,1,66,1325,446,3,198,,262350
2015,BJX,MX,"",MDW,US,Y4,0,144,1643,227,114,16376,,26905768
2015,BJX,MX,IAH,MEM,US,UA,1,66,1195,400,3,198,,236610
2015,BJX,MX,IAH,MFE,US,UA,1,50,412,391,1,50,,20600
2015,BJX,MX,IAH,MKE,US,UA,1,65,1706,403,14,908,,1549048
2015,BJX,MX,IAH,MLU,US,UA,1,50,984,358,1,50,,49200
2015,BJX,MX,IAH,MOB,US,UA,1,50,1059,362,3,150,,158850
2015,BJX,MX,LAX,MSP,US,UA,1,66,1715,534,11,726,,1245090
2015,BJX,MX,IAH,MSY,US,UA,1,66,934,320,6,396,,369864
2015,BJX,MX,"",OAK,US,Y4,0,150,1694,252,52,7788,,13192872
2015,BJX,MX,IAH,OKC,US,UA,1,50,1021,310,4,200,,204200
2015,BJX,MX,IAH,OMA,US,UA,1,61,1440,450,3,182,,262080
2015,BJX,MX,IAH,ONT,US,UA,1,66,1334,452,1,66,,88044
2015,BJX,MX,IAH,ORD,US,UA,1,66,1649,446,10,660,,1088340
2015,BJX,MX,IAH,PBI,US,UA,1,53,1404,399,20,1064,,1493856
2015,BJX,MX,LAX,PHX,US,UA,1,66,1074,425,19,1254,,1346796
2015,BJX,MX,IAH,PIT,US,UA,1,53,1835,409,11,582,,1067970
2015,BJX,MX,IAH,PNS,US,UA,1,50,1102,327,2,100,,110200
2015,BJX,MX,IAH,PSP,US,UA,1,66,1275,535,7,462,,589050
2015,BJX,MX,IAH,RIC,US,UA,1,50,1839,391,1,50,,91950
2015,BJX,MX,LAX,SAN,US,UA,1,66,1260,410,1,66,,83160
2015,BJX,MX,IAH,SAT,US,UA,1,52,619,369,7,366,,226554
2015,BJX,MX,IAH,SAV,US,UA,1,50,1465,382,3,150,,219750
2015,BJX,MX,IAH,SDF,US,UA,1,54,1512,349,4,216,,326592
2015,BJX,MX,"",SFO,US,AM,0,160,1697,266,3,480,,814560
2015,BJX,MX,LAX,SFO,US,UA,1,66,1697,420,2,132,,224004
2015,BJX,MX,IAH,SHV,US,UA,1,50,920,410,3,150,,138000
2015,BJX,MX,LAX,SLC,US,UA,1,65,1499,427,18,1172,,1756828
2015,BJX,MX,LAX,SMF,US,UA,1,66,1708,420,4,264,,450912
2015,BJX,MX,LAX,SMX,US,UA,1,66,1499,485,9,594,,890406
2015,BJX,MX,IAH,STL,US,UA,1,50,1391,352,2,100,,139100
2015,BJX,MX,IAH,TUL,US,UA,1,63,1102,326,6,380,,418760
2015,BJX,MX,IAH,TYR,US,UA,1,50,869,385,13,650,,564850
2015,BJX,MX,IAH,TYS,US,UA,1,50,1470,334,7,350,,514500
2015,BJX,MX,IAH,VPS,US,UA,1,53,1136,346,5,266,,302176
2015,BJX,MX,IAH,XNA,US,UA,1,50,1126,431,4,200,,225200
2015,CME,MX,IAH,AMA,US,UA,1,50,1294,448,5,250,,323500
2015,CME,MX,IAH,BTR,US,UA,1,50,820,389,9,450,,369000
2015,CME,MX,IAH,CLT,US,UA,1,50,1322,399,5,250,,330500
2015,CME,MX,IAH,CVG,US,UA,1,50,1471,514,1,50,,73550
2015,CME,MX,IAH,ELP,US,UA,1,50,1283,455,31,1550,,1988650
2015,CME,MX,IAH,GPT,US,UA,1,50,829,340,7,350,,290150
2015,CME,MX,IAH,GRK,US,UA,1,50,936,382,4,200,,187200
2015,CME,MX,IAH,IAD,US,UA,1,50,1643,471,1,50,,82150
2015,CME,MX,"",IAH,US,UA,0,50,813,164,363,18150,,14755950
2015,CME,MX,IAH,ICT,US,UA,1,50,1355,437,2,100,,135500
2015,CME,MX,IAH,JAN,US,UA,1,50,948,351,1,50,,47400
2015,CME,MX,IAH,LFT,US,UA,1,50,797,375,1,50,,39850
2015,CME,MX,IAH,MAF,US,UA,1,50,1122,414,7,350,,392700
2015,CME,MX,IAH,MOB,US,UA,1,50,860,329,1,50,,43000
2015,CME,MX,IAH,PNS,US,UA,1,50,865,347,13,650,,562250
2015,CME,MX,IAH,TUL,US,UA,1,50,1236,426,34,1700,,2101200
2015,CME,MX,IAH,TUS,US,UA,1,50,1508,449,5,250,,377000
2015,CME,MX,IAH,TYR,US,UA,1,50,972,376,21,1050,,1020600
2015,CUL,MX,HMO,LAX,US,AM,1,50,912,261,11,550,,501600
2015,CUN,MX,DEN,ABQ,US,UA,1,155,1537,502,5,775,,1191175
2015,CUN,MX,ORD,ALB,US,UA,1,167,1678,461,3,501,,840678
2015,CUN,MX,CLT,ALB,US,US,1,150,1678,376,4,600,,1006800
2015,CUN,MX,DEN,ANC,US,UA,1,152,4061,704,1,152,,617272
2015,CUN,MX,"",ATL,US,DL,0,156,882,153,2098,326377,,287864514
2015,CUN,MX,IAH,ATL,US,UA,1,167,882,377,25,4175,,3682350
2015,CUN,MX,"",ATL,US,WN,0,143,882,156,390,55802,,49217364
2015,CUN,MX,"",AUS,US,UA,0,160,921,163,60,9615,,8855415
2015,CUN,MX,IAH,AUS,US,UA,1,167,921,361,7,1169,,1076649
2015,CUN,MX,"",AUS,US,WN,0,143,921,161,284,40612,,37403652
2015,CUN,MX,"",BDL,US,DL,0,150,1662,228,36,5400,,8974800
2015,CUN,MX,DEN,BIL,US,UA,1,165,2103,503,37,6089,,12805167
2015,CUN,MX,MSY,BKG,US,1X,1,144,1134,300,109,15750,,17860500
2015,CUN,MX,MSY,BKG,US,9X,1,50,1134,300,2,100,,113400
2015,CUN,MX,"",BNA,US,DL,0,149,1041,172,37,5514,,5740074
2015,CUN,MX,IAH,BNA,US,UA,1,167,1041,400,1,167,,173847
2015,CUN,MX,DEN,BOI,US,UA,1,167,2291,498,1,167,,382597
2015,CUN,MX,"",BOS,US,AA,0,139,1735,242,4,556,,964660
2015,CUN,MX,"",BOS,US,B6,0,150,1735,242,217,32550,,56474250
2015,CUN,MX,"",BOS,US,DL,0,160,1735,243,48,7697,,13354295
2015,CUN,MX,EWR,BOS,US,UA,1,166,1735,467,254,42211,,73236085
2015,CUN,MX,"",BOS,US,US,0,138,1735,249,37,5096,,8841560
2015,CUN,MX,ORD,BTV,US,UA,1,167,1797,559,1,167,,300099
2015,CUN,MX,ORD,BUF,US,UA,1,167,1584,467,1,167,,264528
2015,CUN,MX,"",BWI,US,DL,0,149,1390,201,15,2235,,3106650
2015,CUN,MX,FLL,BWI,US,NK,1,178,1390,341,281,49906,,69369340
2015,CUN,MX,IAH,BWI,US,UA,1,167,1390,492,13,2171,,3017690
2015,CUN,MX,"",BWI,US,WN,0,154,1390,202,689,106431,,147939090
2015,CUN,MX,DEN,BZN,US,UA,1,167,2190,530,10,1670,,3657300
2015,CUN,MX,"",CLE,US,F9,0,168,1436,216,204,34314,,49274904
2015,CUN,MX,"",CLE,US,UA,0,160,1436,215,80,12820,,18409520
2015,CUN,MX,IAH,CLE,US,UA,1,165,1436,486,123,20332,,29196752
2015,CUN,MX,"",CLT,US,AA,0,188,1042,177,207,38989,,40626538
2015,CUN,MX,EWR,CLT,US,UA,1,167,1042,453,1,167,,174014
2015,CUN,MX,"",CLT,US,US,0,189,1042,177,904,171159,,178347678
2015,CUN,MX,"",CMH,US,DL,0,149,1329,201,37,5514,,7328106
2015,CUN,MX,ORD,CMH,US,UA,1,167,1329,447,3,501,,665829
2015,CUN,MX,"",CVG,US,DL,0,151,1249,190,57,8628,,10776372
2015,CUN,MX,"",CVG,US,F9,0,150,1249,194,42,6314,,7886186
2015,CUN,MX,ORD,DCA,US,UA,1,167,1361,479,24,4008,,5454888
2015,CUN,MX,"",DEN,US,F9,0,167,1669,252,438,73314,,122361066
2015,CUN,MX,"",DEN,US,UA,0,165,1669,258,501,82857,,138288333
2015,CUN,MX,IAD,DEN,US,UA,1,164,1669,507,231,37948,,63335212
2015,CUN,MX,"",DEN,US,WN,0,144,1669,256,395,56741,,94700729
2015,CUN,MX,"",DFW,US,AA,0,156,1028,180,2097,327318,,336482904
2015,CUN,MX,JFK,DFW,US,AA,1,150,1028,606,171,25650,,26368200
2015,CUN,MX,"",DFW,US,NK,0,174,1028,173,214,37188,,38229264
2015,CUN,MX,"",DFW,US,SY,0,162,1028,166,282,45684,,46963152
2015,CUN,MX,IAH,DFW,US,UA,1,167,1028,302,29,4843,,4978604
2015,CUN,MX,DEN,DSM,US,UA,1,166,1469,484,52,8654,,12712726
2015,CUN,MX,"",DTW,US,DL,0,153,1475,226,465,71156,,104955100
2015,CUN,MX,"",DTW,US,NK,0,174,1475,216,166,28834,,42530150
2015,CUN,MX,ORD,DTW,US,UA,1,167,1475,415,2,334,,492650
2015,CUN,MX,IAH,EGE,US,UA,1,166,1746,453,20,3310,,5779260
2015,CUN,MX,"",EWR,US,UA,0,170,1547,232,1052,178538,,276198286
2015,CUN,MX,IAH,EWR,US,UA,1,165,1547,498,91,14972,,23161684
2015,CUN,MX,"",EWR,US,Y4,0,161,1547,222,21,3384,,5235048
2015,CUN,MX,"",FLL,US,B6,0,140,549,107,475,66700,,36618300
2015,CUN,MX,"",FLL,US,NK,0,178,549,105,365,64858,,35607042
2015,CUN,MX,DEN,GEG,US,UA,1,167,2504,542,11,1837,,4599848
2015,CUN,MX,IAH,HDN,US,UA,1,162,1797,427,3,486,,873342
2015,CUN,MX,"",HOU,US,WN,0,143,791,146,156,22308,,17645628
2015,CUN,MX,"",IAD,US,DL,0,149,1356,200,37,5513,,7475628
2015,CUN,MX,"",IAD,US,F9,0,162,1356,193,43,6984,,9470304
2015,CUN,MX,"",IAD,US,UA,0,165,1356,201,489,80733,,109473948
2015,CUN,MX,ORD,IAD,US,UA,1,167,1356,493,44,7348,,9963888
2015,CUN,MX,"",IAH,US,NK,0,154,812,139,127,19552,,15876224
2015,CUN,MX,"",IAH,US,UA,0,166,812,146,2142,355178,,288404536
2015,CUN,MX,"",IAH,US,VB,0,180,812,147,148,26610,,21607320
2015,CUN,MX,DEN,ICT,US,UA,1,167,1309,498,3,501,,655809
2015,CUN,MX,"",IND,US,DL,0,149,1290,198,34,5066,,6535140
2015,CUN,MX,"",IND,US,F9,0,168,1290,210,10,1680,,2167200
2015,CUN,MX,EWR,IND,US,UA,1,167,1290,457,11,1837,,2369730
2015,CUN,MX,"",IND,US,Y4,0,166,1290,199,17,2814,,3630060
2015,CUN,MX,IAH,JAC,US,UA,1,167,2074,423,5,835,,1731790
2015,CUN,MX,"",JFK,US,AA,0,151,1556,230,849,128278,,199600568
2015,CUN,MX,"",JFK,US,AM,0,168,1556,240,387,64904,,100990624
2015,CUN,MX,"",JFK,US,B6,0,159,1556,227,840,133360,,207508160
2015,CUN,MX,PHX,JFK,US,US,1,187,1556,645,5,935,,1454860
2015,CUN,MX,EWR,LAS,US,UA,1,166,1993,581,83,13801,,27505393
2015,CUN,MX,"",LAS,US,Y4,0,158,1993,322,53,8382,,16705326
2015,CUN,MX,"",LAX,US,DL,0,160,2115,314,518,82898,,175329270
2015,CUN,MX,FLL,LAX,US,NK,1,178,2115,504,1,178,,376470
2015,CUN,MX,"",LAX,US,UA,0,166,2115,316,580,96320,,203716800
2015,CUN,MX,CLE,LAX,US,UA,1,166,2115,580,206,34271,,72483165
2015,CUN,MX,"",LAX,US,VX,0,148,2115,326,252,37317,,78925455
2015,CUN,MX,IAH,LGA,US,UA,1,167,1561,496,59,9853,,15380533
2015,CUN,MX,"",MCI,US,F9,0,138,1342,205,91,12566,,16863572
2015,CUN,MX,ORD,MCI,US,UA,1,167,1342,463,1,167,,224114
2015,CUN,MX,"",MCO,US,B6,0,110,617,112,531,58400,,36032800
2015,CUN,MX,"",MCO,US,DL,0,150,617,118,57,8576,,5291392
2015,CUN,MX,"",MDW,US,WN,0,160,1433,219,702,112610,,161370130
2015,CUN,MX,"",MEM,US,DL,0,149,984,166,26,3874,,3812016
2015,CUN,MX,"",MIA,US,4O,0,124,530,94,334,41468,,21978040
2015,CUN,MX,"",MIA,US,AA,0,152,530,102,2105,319558,,169365740
2015,CUN,MX,MEX,MIA,US,AM,1,153,530,450,353,53870,,28551100
2015,CUN,MX,"",MKE,US,DL,0,149,1513,222,36,5364,,8115732
2015,CUN,MX,"",MKE,US,F9,0,158,1513,230,44,6972,,10548636
2015,CUN,MX,"",MKE,US,WN,0,143,1513,221,52,7436,,11250668
2015,CUN,MX,DEN,MSN,US,UA,1,167,1532,558,2,334,,511688
2015,CUN,MX,"",MSP,US,DL,0,154,1685,244,528,81150,,136737750
2015,CUN,MX,"",MSP,US,SY,0,160,1685,237,389,62370,,105093450
2015,CUN,MX,DFW,MSP,US,SY,1,162,1685,394,195,31590,,53229150
2015,CUN,MX,ORD,MSP,US,UA,1,163,1685,520,11,1792,,3019520
2015,CUN,MX,"",MSY,US,1X,0,144,652,105,109,15750,,10269000
2015,CUN,MX,"",MSY,US,9X,0,50,652,105,2,100,,65200
2015,CUN,MX,"",MSY,US,DL,0,128,652,115,25,3194,,2082488
2015,CUN,MX,"",MSY,US,UA,0,163,652,126,18,2931,,1911012
2015,CUN,MX,IAH,MSY,US,UA,1,166,652,354,17,2824,,1841248
